,comments,sentiment
55,joe bidens 47 years accomplishments good read joe bidens political career year please check 1973 biden enters politics 1974 1975 1976 1977 biden fights keep schools segregated words allowing blacks integrate would create racial jungle fact check 1978 1979 1980 1981 1982 1983 1984 1985 1986 1987 1988 ran president end campaign getting busted plagiarism 1989 1990 hang almost 1991 1992 1993 1994 biden writes stop frisk law blacks blame systemic racism today law took millions black men homes transplanted prison way go joe bidens biggest accomplishment 47 years elected office factcheck meits true 1995 1996 1997 almost yet 1998 1999 2000 2001 2002 2003 2004 2005 2006 2007 2008 calls obama articulate clean person 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 hes ready fix country,0
56,voting biden would serious mistake 77 essentially voting kamala harris president democrats win democrats destroy great american companies tech space,0
57,u see wallace terriblefox news fake news,1
58,children children choose school president calm,1
59,vote trump ur gay,1
60,1362 1366 favorite partm cute true h best president time love trump,1
61,agree get rid individual mandate individual get rid trump,0
62,1fbi child porn lawyer invole hunter baiden lap top case httpswwwyoutubecomwatchvphpkflkdprw 2covid19 made ccp americas voice httpswwwyoutubecomwatchvhxgyugpzxzg 3dr yan limeng published covid19 paper escaping hong kong httpszenodoorgrecord4028830x2eviohs9_s 4indian research covid paper virus manmade httpswwwbiorxivorgcontent10110120200130927871v1 5norwegian virologists pointed spike protein virus artificial httpspptccfyjpzx,1
63,would elect donald trump legendry joe biden,1
64,joe biden made lot sense points obvious realistic facts,0
65,america best country single nonamerican ever,0
66,,0
67,hear mr vice president knowledge biden vice president hmmmmm journalist living past,0
68,debate,0
69,obama sitting chair rn laughing debate,0
70,wow actually went better l heard read seen news etc l held good points bad ones bad behavior parties involved debate l expect thats watch,1
71,something special republican must hold see wait see bring another 4 years,1
72,turn one candidates mic speaking uninterrupted 2 minutes part,0
73,russian wish putin debates simply,0
74,joe biden said son loser sucker patriot service medals wont allow also denegrate soldiers killed action heros stood son soldiers killed absolutely amazing said son loser patriot pulled heart strings,0
75,said stupid people dont take advantage tax codes bet campaign staff almost choked ever eating said,1
76,talia friday time need walter time get work,0
77,health care plan donald trump wrote slowly would understand donald plan donald hurry im getting younger please life short come,0
78,think trump bad watch pelosi interview gets heated cnn could fake gona talk since couldnt talk alll,1
79,realized biden holding cigarette,0
80,lol america,1
81,normal non candidates says anything concepts debate tell guy wrong thats hilarius,1
82,trump vs biden hoe kagke debate biden liek orenj httpsyoutubeslwh2ueu16o,0
83,anyone else noticed biden actually talking people trump keeps repeating things keeps interrupting america watching debate think get pretty good idea kind person trump like cant even let someone finish dont like saying,1
84,whos watching waiting erbs new video release,0
85,trump use word smart,1
86,achieved comedy,0
87,sleepy joe biden nothing black african american 8 years vice president obama listen vernon jones democratic state representative georgia speaks hes voting president donald trump httpswwwyoutubecomwatchvh4lqedt12l0,0
88,biden2020 im even american hope wins alot family members live want safe,0
89,vote joe biden,0
90,goooo trump,0
91,deal joe donald trump win 2020 landslide dont worry youll go back home soon enough,0
92,wildest wishes joe never become president go back basements expensive houses eat bribe money payments enemy nations like chinas communist government qualified morally otherwise president never either,0
93,come man many lies tell joe,0
94,keep lying repeating memorized lines keep lying keep thinking people stupid like,1
95,lying joe biden clue saying lies everything else opens mouth would done wallace help keep shutting president let rant,0
96,love president trump,1
97,love mr ptrsident,1
98,trump still president america think americans great trouble,0
99,bronze race wont know red life blue bin life signal clone parasites false opp arent going,0
100,min 2122,0
101,sorry biden slow trump win,1
102,holy fuck shit absurd,1
103,dont know debate trump win trust biden corrupted people around following news beginning biden good president slow,0
104,dont worry votes first covid 19 people pandemic virus dont follow script,0
105,trump estamos contigo god bless lot christian people waiting go vote vote hurra hallelluya kudos trump love,0
106,trump yes yes yes,0
107,really good job mrbiden yessir,1
108,trump reason 1 mouth 2 ears fuck tard,1
109,democracy doesnt work ill find new system,1
110,whats bidens sleeve 5716,0
111,come one wants sent violent police officers jail,0
112,hilarious,1
113,learned laptop hell,0
114,klkk,0
115,wallace saying open discussion let biden speak,0
116,storm starts 3427,0
117,4448 shut man,0
118,joe biden going win time,0
119,trump wont shut huh,0
120,trump joke,0
121,thats true obama collapse economy,1
122,best snl bit ive ever seen oh shit wait minute live,1
123,biden chaught trump killing yellow meeting,0
124,trump 2020,0
125,moderator sounds like professor frink simpsonsthat nerd scientists,0
126,trump 2020,0
127,one fix economy except trumps country doomed,0
128,lmao name segment talking eachother,1
129,watching normal speed really appreciate effect mini strokes biden,0
130,debating moderator like jerry springer episode,0
131,joe disaster ways joe traitor joe makes money china ucraine russia joe hired destroy us joe wants destroy oil industry joe wants destroy economy joe admited psyquiatry vote freedom vote trump,0
132,among us discussions like,0
133,yknow nyc needs little mischief katsuki bakugo president 2021,0
134,think trump lot better debate,0
135,trump 2020 bitches,0
136,electric car power stations biden says good environment require fuel power generator power car charger take want mention lithium mines google,1
137,wait moderater muted say,0
138,tump spoke truth facts biden spoke catchy words,0
139,biden said regrets laws drugs help get passed specially calls cocaine really regrets laws maybe said cause son got busted cocaine,0
140,trump 2020,0
141,im commenting im watching first round got ta say im treat,0
142,stimulus help come,0
143,trump 2020,0
144,unfortunate usa end 2 incompetent candidates god save usa,1
145,dumbasses2020,0
146,people wear masks still social distancing,0
147,thing actually start hell,0
148,correction biden vice president cant even complete sentences,0
149,sound like bunch comedy central rejects,0
150,real debate comment section,0
151,trying watch conflict feels nearly tying smash two atoms together keep together hot heavy,1
152,commenters come clowns r us,0
153,trump 2020,0
154,cant even get useful information candidates im laughing hard,0
155,ehap teacher making write analysis,0
156,lets go joe,0
157,neither,0
158,google joe biden sniff,0
159,joke,0
160,wasnt debatethey actually exposed us people especially people colorthey wiping us planet anyway possible keep us entertained played social mediaetc need fight backthese people dont run liveswe livesbill gates said could get population zero thats whats happening trump wants contribute doom herewe come together take world hands make better placethese evil people dont like humanity problem us,1
161,every notice wallace jumping help biden trump still making biden sound stupid,1
162,like one final debate boring,1
163,orange imposter vote,0
164,orange sus,0
165,exactly people wan na hear,0
166,2920 youre welcome,1
167,trump needs stfu,0
168,trump looks green hair face lol,0
169,vote blue,0
170,still ignorant people wont wear masksusing hand sanitizer protect wont wear mask protect otherssad americathe world laughs us,0
171,biden talking directly camera order establish sort fauxconnection audience shows exactly noone vote dinosaur hails era politics dead gone reason soulless utterly touch hope america votes heads wish best regardless vote,0
172,old men fighting entertainment,0
173,liked check vid httpsyoutubeifppadhtkds,1
174,orange seems sus vote,0
175,timestamp son b line,0
176,like flamingo said roblox rap battle,0
177,httpswwwyoutubecomwatchvncc6sllfjuq cure virus infections humans woohoo,0
178,gahaaaaaaaaaaaaaaaa aha aha haghag ahgag ahahah cscarty haaaaaaaaaaaaaaaaaaaaaaaaaaaghhhhhhhhhhhhhhhhhhhhhh,0
179,hes worried much money country making people im tired hearing word economy wants open things get money safety people,0
180,im australian im entertainment,0
181,wonderful german beer funny frisch ungarisch cheers greetings germany,1
182,biden even get fill 2 minutes,0
183,blame corona virus deaths trump nonsense waste time google mexico finally recognize black citizens thats beginning recognized black citizens year 2020 talking racist people,0
184,yeeeeer,0
185,trump commercials youtube biden commercials democrats liberals cant see,0
186,watching entertainment laughing trying process fact one two president,0
187,2 hours skip 3039 even started could barely keep straight face,0
188,biden doesnt get moderator biden day,0
189,classmates participate debates professional respectful decent manner two men make feel embarrassed lol edit oh moderator also jumping muchyikes never criticized long time,1
190,fixed made medical better wow,0
191,donald trump says project called billion trees project first probably take years since cant focus one second also 15 billion trees cut every year make much difference next time bring project something bit effort young generation doesnt suffer older people mistakes,0
192,best roast session,0
193,shut man,0
194,ok trump supporters trump isnt presient im dont vote like neither support debate funny,1
195,came bad lip reading,1
196,shut joe,0
197,epic rap battles history,0
198,id go obama,0
199,trumps accomplishments copied friend impressive judith mcintyre trumps doj board prisons launched new ready work initiative help connect employers directly former prisoners president trumps historic tax cut legislation included new opportunity zone incentives promote investment lowincome communities across country 8764 communities across country designated opportunity zones opportunity zones expected spur 100 billion longterm private capital investment economically distressed communities across country trump directed education secretary end common core trump signed 911 victims compensation fund law trump signed measure funding prevention programs veteran suicide companies brought back trillion dollars overseas tcja bill trump signed manufacturing jobs growing fastest rate 30 years stock market reached record highs median household income hit highest level ever recorded africanamerican unemployment alltime low hispanicamerican unemployment alltime low asianamerican unemployment alltime low womens unemployment rate 65year low youth unemployment 50year low lowest unemployment rate ever recorded pledge americas workers resulted employers committing train 4 million americans 95 percent us manufacturers optimistic future highest ever result republican tax bill small businesses lowest top marginal tax rate 80 years record number regulations eliminated hurt small businesses signed welfare reform requiring ablebodied adults dont children work look work theyre welfare trump fda approved affordable generic drugs ever history reformed medicare program stop hospitals overcharging lowincome seniors drugssaving seniors 100s millions year alone signed righttotry legislation allowing terminally ill patients try experimental treatment wasnt allowed secured 6 billion new funding fight opioid epidemic signed va choice act va accountability act expanded va telehealth services walkinclinics sameday urgent primary mental health care us oil production recently reached alltime high less dependent oil middle east us net natural gas exporter first time since 1957 nato allies increased defense spending pressure campaign withdrew united states jobkilling paris climate accord 2017 year us still led world largest reduction carbon emissions circuit court judge nominees confirmed faster new administration supreme court justices neil gorsuch brett kavanaugh confirmed moved us embassy israel jerusalem agreed new trade deal mexico canada increase jobs coming reached breakthrough agreement eu increase us exports imposed tariffs china response chinas forced technology transfer intellectual property theft chronically abusive trade practices agreed part one trade deal china signed legislation improve national suicide hotline signed comprehensive childhood cancer legislation ever law advance childhood cancer research improve treatments tax cuts jobs act signed law trump doubled maximum amount child tax credit available parents lifted income limits people could claim also created new tax credit dependents 2018 president trump signed law 24 billion funding increase child care development fund providing total 81 billion states fund child care lowincome families child dependent care tax credit cdctc signed law trump provides tax credit equal 2035 child care expenses 3000 per child 6000 per family flexible spending accounts fsas allow set aside 5000 pretax use child care 2019 president donald trump signed autism collaboration accountability research education support act cares law allocates 18 billion funding next five years help people autism spectrum disorder help families 2019 president trump signed law two funding packages providing nearly 19 million new funding lupus specific research education programs well additional 417 billion funding national institutes health nih lupus funding ever another upcoming accomplishment add next week two trump signing first major antirobocall law decades called traced act telephone robocall abuse criminal enforcement deterrence law traced act extend period time fcc catch punish intentionally break telemarketing restrictions bill also requires voice service providers develop framework verify calls legitimate reach phone us stock market continually hits alltime record highs many people asked document listed one place links provided remove bias google search easy print family friends neighbors etc encourage drop list voters 2020 election trump fighting flagrant abuse impeachment charges,0
200,truth,0
201,becouse,0
202,realy,0
203,truth,0
204,truth trump need help,0
205,truth,0
206,thats truth,0
207,lies,0
208,truth,0
209,biden joke,0
210,fack,0
211,peple die becouse,0
212,didnit,0
213,truth,0
214,joe telling truth,0
215,truth,0
216,didnt,0
217,trup leting joe tolk,0
218,lieing,0
219,say truthhe keep jummping,0
220,younsee hedont let say whatnjoe wantnto day,0
221,hahaha douche,0
222,truth,0
223,well biden,0
224,biden president usa,0
225,congratulations president biden,0
226,biden president usa,0
227,yes packing court 35 judges plus eliminate fossil fuels asap plus bank fracking destroys environment plus make washington dc puerto rico states republicans never ever ever see republican majority,0
228,race 270 electoral votes biden 357 trump 181 12 days go counting,0
229,joe looks like president trump stick apprentice reality tv,0
230,trump wins usa become strongest christian nation biden wins usa become simply christian nation good luck,0
231,couldnt trusted microphone button yet donald trump asking trusted nuclear button times bye 200000 dead covid terrible leading call early biden wins twitter rest,0
232,life strange,0
233,trump aggressive,0
234,blind leak real info,0
235,like come watch republicans cry main man losing funny,1
236,among us chat,0
237,biden platform barack obama last time trump lost thing trump run amireca problem trump adm pandemiccame trump righrt coz biden vice didnt bullshitgg luck america,0
238,moderator neutral,0
239,desaster biden bigger desaster,0
240,corona never dangerous live berlin call hot spot never met anybody corona insane call pandemic,1
241,american people right blablabla talking name people,0
242,absolute car crash,1
243,2,0
244,exists brain wtf,1
245,bernie would beaten clown trump eat biden democrats mainstream media supported biden bernie democrats media bernie fair israel palestinian isue bigger isue trump winning,1
246,trump condemn white supremacy said,0
247,bidentell plan trump vjbvsjbvslkvjbsdlvkjsbdlvkjdsbvlkdjsbvlksdvbsdlkbvdskjvkjhkfjhfkjdfkdhfjdhkjhkjghjghjgjhgkhgjhjgjhgjh,0
248,trump,0
249,ich weiss gar nicht warum die amerikaner noch whlen gehendie staatssender der brd haben beschlssen dass bidn prsident wird basta,0
250,nothing front barack obama,0
251,shouldnt americans vote vote,0
252,dont debate somewhere room two away civilisation stay forever get decent people america vote turd sandwich giant douche come mind two fk ups,1
253,well left side human body soul mind trump donald side right dont know looks like ahuman body animal soul without mind joseph biden able look eyes opponent argue human,0
254,love trump,1
255,215,0
256,lot bad things happend trump presadint say biden win,1
257,politicians dont know rules common debate politicians,0
258,president trump president people redblue last nights debate clearly showed respects republicans pure hell trying decide one truly president,0
259,,0
260,donald trump goddamned idiot,1
261,wow favourite reality tv show,1
262,trump sounds like irish gangster im starting like lol,0
263,usa gop turned bunch savage hitler like proud boys guns httpsyoutubekyhgzwyxu_0,1
264,trump win joe biden satanic,0
265,early voting person poll worker lines much shorter lines election day dont complacent vote vote vote,0
266,brits watching shocked trump clown honestly dont understand americans see corrupt offensive unpolitical,1
267,wtf even debate america gone insane,1
268,trumpet thinks talking opponent breaking debate rules hes winning lies hes nothing school yard bully content agenda line pockets,1
269,vote trump grandfather dude pls,0
270,witnessing countrys heritage true dumb senile steroid arguing like 5 years old oh wait presidents hahahahaaaaaaa,0
271,think trump shouldve respect bidens turns like impossible heard one bidens argument,1
272,vote bidenharris 2020 trump already showed us proven us trump done america american people trumps record massive unemployment 200000 dead americans 400000 trump lies,0
273,lol biden definitely took hand full adderal b4,1
274,ini real debate ya gak ky yg disini baca text,0
275,joe biden,0
276,httpswwwyoutubecomresultssearch_queryd8b4d8a7d8a8d8b1d98ad8a7d8b6d989d98ad8aad986d983d8b1d981d989d8b5d988d8b1d987d8b9d8acd988d8b2 biden,0
277,fight mike tyson undercard lol,1
278,please vote,0
279,f f bag need attention isnt anyone talking sarcasm assholes names donald trump im f f isnt anyone talking,0
280,im pro anyone donald trump roasting,0
281,ever happened trumps build wall make mexico pay campaign sure fizzzzked like old limp salad,1
282,interpretation way thinking president trump still superior mr biden trump,1
283,may god show fsvor bidenc win savoir america since pit need directed leader god bless biden amen,0
284,donald trump dam lair,0
285,listen people biden obama planning virus long election president trump 2009 jesse ventura conspiracy theory s02e04 americas lock shown us go watch,0
286,donald trump destroyed country nation,0
287,good bad trump win,1
288,trump interuptive,0
289,donald dam lair,0
290,fact deal complete idiot like beyond patience peter,1
291,mr biden refereed addressed mr vice president vice president,0
292,biden may sound wrongly smart trump fact lies usa incthe graveyard gate need someone remove image usa graveyard today vote fir biden usa new page iui n world god bless,0
293,vice president keeping blames president keeps blaming president plan,0
294,senate decide fates,0
295,1120 insulin buddy whats insurance pays medical bills like price insulin radical idea lol,0
296,httpsyoutubevsjmb_hlpw,0
297,hope american people vote trump trump_for_president greetings_from_austria,0
298,trumps big energy unprecedented,0
299,trump room talk joes son getting money trump hit daddy millions took family soul looks like stores food cheeks golf course,0
300,trump,0
301,12244 take full responsibility fault e g b r n,1
302,ariana grande 2020 president,0
303,trum,0
304,haha trump excited bidens oil industry statement tell,1
305,got cut though come afford homes biden,0
306,sub ill cash app u 5 dollars share friends drop youre cash name latest video,1
307,14344 china russia india flithy,0
308,comment trump like biden,0
309,american id vote donald trump guy hands,0
310,5512 trump made good defense tax return corruption,1
311,pillows sheets lol bug job,1
312,watching presidential debate french perspective make think 2 kids 5 years old arguing school courtyard im referring specially bidenits clear one would interested low level sooooo clear well journalist time trump wants answer bidens attacks always needs move next question funny enough back biden shes got time world make sure hes got last word call fair neutral dontand proves main stream medias best manipulators world sooo sad realise people still getting news spreading propaganda open eyes folks try look truth whats really go ongood luck,0
313,pa dying shut crazy barely stopped working,0
314,welcome hour biden contradicting dodging questions,1
315,left wingers usually vague going implement policies like oil packing courts creating new states pack senatethe green new deal ect policies radical ooops joe let cat bag joe let truth game trump 2020,0
316,trump 2020,0
317,congratulations president trump 2020 win,0
318,trump,0
319,fk politicians,0
320,american prefer idiot look strong intelligent person look weak,1
321,12551 self deportation nicest option,0
322,gon na talk joe biden said never fracking,0
323,wares letters show bull,0
324,khabib vs gaethje httpswwwyoutubecomwatchvbu24dav7eput28s,0
325,,0
326,dont usually say moderators man hot cmon know,1
327,amazing comments towards moderator great job presidential candidates,1
328,yes family trail,0
329,mr trump destroyed laughing promising joe kid,0
330,p,0
331,12530 trying make ann coulter faint,1
332,aye teachers gon na die dont worry cmon cmon,0
333,think win election guys im indian idea whats going america,0
334,joe biden called man freed slaves racist,0
335,trump confusing biden vague,0
336,mr trump,0
337,hate trump traitor,1
338,trump leadership spirit head thug spirit boss plays dirty competition,1
339,12506 fail,0
340,dont know sus women interrupting trump trump interrupting biden biden low contradicting yet people still havent notice im sure biden racistthey sus cant decide vote,1
341,didnt happen video lie cmon man,0
342,need jesus fallen world full pain sufferingand wickedness separated god sin must done restore fellowship god first must genuine sins look 10 commandments see stack mirror showing us sinful nature god perfectly holy broken moral law deserve wrath judgement gospel time father rich mercy loves us much sent son flesh 2000 years ago lived sinless life behalf gruesomely tortured nailed cross mocked creation died horrific death place us sinners rose dead 3 days later proving great paid fine death sentence cross thus satisfying fathers justice wrath setting us free sin law realize sinful nature must repent sins put full trust lord savior jesus christ like youd put faith parachute born sins washed away give holy spirit live youll eternal life united heaven earth new heart loves righteousness relationship god made right good works observance law amazing grace mercy new creature christ promise free gift god humble ask reveal think bible invite read book john jesus loves never let peace,1
343,12522 obama fail,0
344,mr trumpwell done,0
345,httpschatwhatsappcomizqqno12nl58iww0hbpm2w,0
346,wan na vote mr trump 300 thousnand timezzz im mexican,0
347,14224 awkward lol,1
348,big channell,0
349,imagine future apush kids would fail 2020 unitap exam,0
350,good god help us,1
351,3621 joes face meme,0
352,12503,0
353,biden criminal,1
354,100 better first debate first one embarrassment,0
355,trump destroyed guy go back basement joe one believes nojoe maga,0
356,sleepy joe,0
357,cant make selbrirty death match money trump,0
358,trump2020 yeeeaaah,0
359,even likes trump dont,0
360,12337 united nations work asking mexico south missing children dna test unity,0
361,mr biden sensible credible one,1
362,like joe thinks amnesia,0
363,theres interference like like last time,0
364,12332 biden built cages,0
365,say second debate thought third debate,0
366,joe taking responsibility anything thinks perfect trump actually man taking responsibility something couldnt control,1
367,neither leaders around world would done trump shut first sooooooo,0
368,much corruption stupid ukraine word usa canada trade relationship,1
369,biden give break,0
370,trump pay taxes shut fuck,1
371,america fg favour dont sink country voting corrupt turd biden,1
372,bet biden wouldnt handle pendemic much better trump saying impartial person,0
373,people say trump idiot biden joe said ill take care virus lol like took care h1n1,1
374,could mask everyone talking httpsmyoutubecomwatchvfkosure14q,0
375,belittling putting blame anthony fauci trump faucis initial statements masks totally misleading although surprising trump leaves political purposes fauci advised public wearing masks start pandemic health care workers facing ppe shortages time trumps watch dr fauci wanted make sure enough medical masks growing supply viable cloth masks,0
376,subscribe anyone subscribe,0
377,much orange blubberiness annoying voice,1
378,5557 youre welcome lol,1
379,screwed,0
380,14243 biden looked watch like bush,0
381,trace nightmere,0
382,strangers love know rules full commitments im thinking wouldnt get guy wan na tell im feeling got ta make understand never gon na give never gon na let never gon na run around desert never gon na make cry never gon na say goodbye never gon na tell lie hurt weve known long hearts aching youre shy say inside know whats going know game gon na play ask im feeling dont tell youre blind see never gon na give never gon na let never gon na run around desert never gon na make cry never gon na say goodbye never gon na tell lie hurt never gon na give never gon na let never gon na run around desert never gon na make cry never gon na say goodbye never gon na tell lie hurt never gon na give never gon na give give ooh never gon na give never gon na give give weve known long hearts aching youre shy say inside know whats going know game gon na play wan na tell im feeling got ta make understand never gon na give never gon na let never gon na run around desert never gon na make cry never gon na say goodbye never gon na tell lie hurt never gon na give never gon na let never gon na run around desert never gon na make cry never gon na say goodbye never gon na tell lie hurt never gon na give never gon na let never gon na run around desert never gon na make cry,0
383,trump2020,0
384,trumptrain,0
385,many watching disappointed see mic muted even could,1
386,edited watched live night debate one cut things said wtf,1
387,based debate feel like trump going win seems upperhand debate biden definitely first debate,0
388,think biden lost every oil fracking state texas alaska louisiana oklahoma stay republican pennsylvania ohio go trump states went trump last time biden royally screwed chances debate donald trump obliterated hill democrat party going die,0
389,past q youve senator decades joe didnt joe different running vp vote give hope cmon man today q youve vp 8 years joe didnt joe different running president vote give hope cmon man future q youve president still havent joe joe hear easy working youve got believe want faster make goi mean cmon man know thing,1
390,didnt hear tell joe biden 10 seconds one time said repeatedly trump im even trump fan absolutely hate bias fair stfu aside bad,1
391,peedeep ape city police kills blacks mass shooter kills whites httpswwwyoutubecomplaylistlistolak5uy_nqyicfkapybnvevpkcglvcpe6rcvqyyw4,0
392,joe totally right think empty chairs table empty place bed emptiness wallet tax plan would take money,1
393,obama biden endorsed president buhari nigeria happened worst president africa world americans mind whatever obama endorsed obama failed africa obama failed black americans talk sweet talks democrats call blacks minorities thats racist slur racist trump beautiful brown skin americans vote trump,1
394,trump wish heard amazing things news doesnt report,1
395,hunter biden crackhead,0
396,2327 studio cue manager saved day spot scene cut studio manager know mean anticipation important charge live session millions watching,1
397,muslim please,0
398,abraham lincoln im dying,0
399,noticed biden moves around much trump look backgrounds,0
400,good debate lot substance well conducted organized high praises moderator kristen walker awesome job think american real chance see candidates policies stand issues room pres trump bully way think last 15 second debate told whole story look pres trumps face first lady came stage looked like talking press secretary advisor look mrs biden approached husband hugged resembles real american family last 15 second told whole story debate,0
401,lol trump leadership spirit head thug spirit boss plays dirty competition,1
402,mr vice president guess didnt know vice president pence stage,0
403,literal demonstration liberalism literally mental disorder literally,0
404,serious im tired blame leader knew world every leader tried everything leader new zealand right trust people still blame,1
405,trump yes yes yes,0
406,give trump glass water pittsburgh river,0
407,pettiness incompetence president besides pointing fingers understand answer question response simply waste time,0
408,trump whats make cars run coal,0
409,choice lesser evilthe president point 47 yrs promisestsk tsk,0
410,give trump free hula hoop 1959,1
411,suns energy freeuse,0
412,watching reality show doomedi hear talking dont make sensenone giving solution issues trumpbiden need better leaders jokethis country become joke,0
413,give trump glass detriot river water,0
414,either one america doomed,0
415,give baseball bat put gladiator arena let problem solved,0
416,trumps health care let insurance ratesgo moon,0
417,big shoutout russians comments keep comedy rest europe finds hilarious easy americans falling,1
418,4831 home insurance lol,1
419,kind model class leadership sick words trumps mouth emphasize exactly american way,1
420,45 closes government wants leverage events staying session useful agreements arrived,0
421,come argument gets heated trump biden always lets biden respond trump wants respond always cuts,0
422,2 mins biden speaking 30 secs trump speaking listen things trumps sayin also biden getting much extra time like wtf man moreover instead handling north korea issue like obama pssy trump actually took care problem diplomacy showing uss powers handled illegal immigrant issue joes saying 500 kids still separated parents know lot parents left kids get us lands asap see many children found thru cartels high chance parents mightve given children cartel exchange getting outta us sounds disgusting inhumane didnt even want mention fact know,1
423,coward biden skipped 2nd debate doctors said trump fine second debate also refused drug wire testing independent peoples debate joe rogan anyone vote blatant coward,0
424,met families infected,0
425,biden corrupt figure american history,0
426,biden r headed long winter darkness doom r learning death trump success bring us together,0
427,trump 2050,0
428,donald trump fake christian liar,0
429,comon biden 2020,0
430,look came see trumps mic muted,0
431,fooled us eloquent speaking crackhead coke snorting gay president got well hunter biden crackheadshttpsyoutubedhjgdbiqjou,1
432,jail trump goof,0
433,trumps health care americans living planet pluto,0
434,trump proved doesnt know anything green energy renewable energy sad lifted ban sudan oil reserves good luck sudan keeping liquid gold hands,1
435,girls better looking wsj feeding,0
436,winner trump,0
437,trump said global warming hoax 4 years ago,0
438,trump keep yapping joe basement trump crazy trump recovered really ever covid best medical care anyone countrysomething like 10 doctors scientists staffaccess best possible meds even fair man called hoax man refused listen scientists researchers man refused wear mask exposed others whos staff got covid somewhere probably trump melania gave folksthis guy gets best carehow unfair,1
439,make us take vaccine,0
440,trump says wants least truthful thoughts biden muppet repeats hears pep talks talking points written someone white house 30 years think know people 18 25 want hear power stay lies toddler twitter account going around poking powerful established bears pointy stick vs human muppet dementia thanks 2020 blast half,0
441,least racist person,0
442,baiden ukraina,0
443,stop 447just,0
444,thank wsj blocking protrump comments like msm news channels youtube video posts easy see winner really,1
445,vote bidenharris either uninformed hate america communist one,1
446,wan na say joe glitches like ive three days straight,0
447,perfect world donald trump would jail,0
448,comes show leadership puts responsibility states,0
449,joe,0
450,trump tactics fear tactics,0
451,joe true liar cleary said predators wont admit glad tape lol httpswwwyoutubecomwatchv7odhstcktc creepy joe would say everything get votes hillary said cure cancer gets elected let sink httpswwwyoutubecomwatchv_a6v6wxc81s,1
452,guarantee first responders arent making six seven dollars hour,0
453,fake belong hollywood acting isnt good enough,1
454,real dr anthony fauci facts vs fiction jdty,0
455,guy guy,0
456,real lasting damage trump broken promises cons people trust anyone people measure everyone else mistrust trump finally accept conned,0
457,money teachers schools god us already spends way education country much enough teachers actually teach something kids give busywork everyday online teach nothing new teachers inept,0
458,trump lying person world,0
459,8 years obama criminal regime want told us exactly going happen majority house body listened got 4 years useless investigations stonewalling wonder awake america ready government works people still sleeping chance make real change washington elect smarter younger honest people congress keep electing insane criminal element nothing going get better say want lords blessings bless nation commit wholesale murder leaders steel us ever turn,1
460,trump lying person world,0
461,need vaccine something 99 get better rate makes sense debate pissing sorry everyone,1
462,20 plus years retired disabled military recently went doctor blood pressure moved 20 points every time listened watched trump bet clue doctor suggested,0
463,trump2020,0
464,liar liar,0
465,trumps boss,0
466,look eyes camera sayi didnt sex womenloli sniffed,0
467,creepy uncle joe soon people forget,1
468,new jobs biden mentioning putting smart home survailance equipment homes enforcing,1
469,biden vice president keep calling vice president former vice president mr biden cool keep gives credibility deserves,0
470,fact check interview july 2019 cnnbiden said would work see eliminated heros act help people corona virus dems earmarked bill order enable country legal process get stimulus retroactively would get tax dollarsdems always use tactic get votes nothing people heros act also seeks ban voter id laws also would allow democratically run cities get bail outs ostensibly badly run cities many come man,0
471,mean legit donald trump vs biden judge,1
472,everyones talking black brown people ones talking asian people button bullshitary,0
473,,0
474,trump least racist person room also trump cant even see audience cause dark,0
475,hope 4 years fun little hand trump president deserve americans jajaja,0
476,salute president trump voted,0
477,lets take poll like trump comment biden,0
478,gooooooo trump trump2020,0
479,vote person always vote absentee absentee truly unable get much excuse otherwise,0
480,excellent control debate best one ever watched,1
481,seems somber tone,0
482,two men never worked medial field think know talking try working years hospitals dr offices taking care every kind sick patient new disease introduced world never go away going die one day learning die biden learning live manage like diseases time flu never go away started like never go away either future new diseases introduced world human stupidity things take place world response good bad,1
483,trump rude annoying,1
484,game debunking dark histories thanks letting us know,0
485,anyone watched debate votes biden well err ahlol,0
486,must american panicked,0
487,trump 2020,0
488,biden wants mandate masks trump wants get country back running pandemic world wide need little information right choose need dictatorship,0
489,congratulations moderator going without asking trump disavow white supremacy 150th time,0
490,obama biden president trump president,0
491,think biden pro war rusia mas pay dangerous moves,1
492,great job mr president trump,1
493,borat 2024,0
494,rhetoric agenda arden gave new zealand lot billshit,0
495,dont put drug related criminals jail biden says gon na expensive expensive send rehab yeah expensive hard working taxpayer subsidize build wall keep drugs dammit kick criminals kick em hard,1
496,stop go engineering weather stop chemtrailing would go long way stopping climate change,0
497,biden youre big liar trump yeah joe lie dont lie nobodys better lying joe look americans dont lie joe,0
498,corona planted china country beat everyone punch vaccine,0
499,bible says wear wolves sheeps clothing point better play look surroundings talked good game dont know play,0
