,comments,sentiment
456,real lasting damage trump broken promises cons people trust anyone people measure everyone else mistrust trump finally accept conned,0
457,money teachers schools god us already spends way education country much enough teachers actually teach something kids give busywork everyday online teach nothing new teachers inept,0
458,trump lying person world,0
459,8 years obama criminal regime want told us exactly going happen majority house body listened got 4 years useless investigations stonewalling wonder awake america ready government works people still sleeping chance make real change washington elect smarter younger honest people congress keep electing insane criminal element nothing going get better say want lords blessings bless nation commit wholesale murder leaders steel us ever turn,1
460,trump lying person world,0
461,need vaccine something 99 get better rate makes sense debate pissing sorry everyone,1
462,20 plus years retired disabled military recently went doctor blood pressure moved 20 points every time listened watched trump bet clue doctor suggested,0
463,trump2020,0
464,liar liar,0
465,trumps boss,0
466,look eyes camera sayi didnt sex womenloli sniffed,0
467,creepy uncle joe soon people forget,1
468,new jobs biden mentioning putting smart home survailance equipment homes enforcing,1
469,biden vice president keep calling vice president former vice president mr biden cool keep gives credibility deserves,0
470,fact check interview july 2019 cnnbiden said would work see eliminated heros act help people corona virus dems earmarked bill order enable country legal process get stimulus retroactively would get tax dollarsdems always use tactic get votes nothing people heros act also seeks ban voter id laws also would allow democratically run cities get bail outs ostensibly badly run cities many come man,0
471,mean legit donald trump vs biden judge,1
472,everyones talking black brown people ones talking asian people button bullshitary,0
473,,0
474,trump least racist person room also trump cant even see audience cause dark,0
475,hope 4 years fun little hand trump president deserve americans jajaja,0
476,salute president trump voted,0
477,lets take poll like trump comment biden,0
478,gooooooo trump trump2020,0
479,vote person always vote absentee absentee truly unable get much excuse otherwise,0
480,excellent control debate best one ever watched,1
481,seems somber tone,0
482,two men never worked medial field think know talking try working years hospitals dr offices taking care every kind sick patient new disease introduced world never go away going die one day learning die biden learning live manage like diseases time flu never go away started like never go away either future new diseases introduced world human stupidity things take place world response good bad,1
483,trump rude annoying,1
484,game debunking dark histories thanks letting us know,0
485,anyone watched debate votes biden well err ahlol,0
486,must american panicked,0
487,trump 2020,0
488,biden wants mandate masks trump wants get country back running pandemic world wide need little information right choose need dictatorship,0
489,congratulations moderator going without asking trump disavow white supremacy 150th time,0
490,obama biden president trump president,0
491,think biden pro war rusia mas pay dangerous moves,1
492,great job mr president trump,1
493,borat 2024,0
494,rhetoric agenda arden gave new zealand lot billshit,0
495,dont put drug related criminals jail biden says gon na expensive expensive send rehab yeah expensive hard working taxpayer subsidize build wall keep drugs dammit kick criminals kick em hard,1
496,stop go engineering weather stop chemtrailing would go long way stopping climate change,0
497,biden youre big liar trump yeah joe lie dont lie nobodys better lying joe look americans dont lie joe,0
498,corona planted china country beat everyone punch vaccine,0
499,bible says wear wolves sheeps clothing point better play look surroundings talked good game dont know play,0
